!Keysight Technologies,E4990A,MY54403861,A.04.00
+1.08500000000e+006, +5.87919498788e+002, +7.63947881002e+001
+1.08511250000e+006, +5.94286199920e+002, +7.63119120242e+001
+1.08522500000e+006, +6.00771675894e+002, +7.62273970660e+001
+1.08533750000e+006, +6.07364871187e+002, +7.61421204954e+001
+1.08545000000e+006, +6.14080191200e+002, +7.60555112020e+001
+1.08556250000e+006, +6.20916551797e+002, +7.59667551320e+001
+1.08567500000e+006, +6.27878936997e+002, +7.58761702080e+001
+1.08578750000e+006, +6.34964878238e+002, +7.57813711291e+001
+1.08590000000e+006, +6.42179340866e+002, +7.56853130104e+001
+1.08601250000e+006, +6.49528282875e+002, +7.55877581446e+001
+1.08612500000e+006, +6.57004962789e+002, +7.54857461702e+001
+1.08623750000e+006, +6.64593638296e+002, +7.53827071894e+001
+1.08635000000e+006, +6.72321057425e+002, +7.52788428336e+001
+1.08646250000e+006, +6.80224673476e+002, +7.51705474555e+001
+1.08657500000e+006, +6.88264180888e+002, +7.50661002926e+001
+1.08668750000e+006, +6.96502044586e+002, +7.49547110870e+001
+1.08680000000e+006, +7.04881413039e+002, +7.48399813028e+001
+1.08691250000e+006, +7.13444106034e+002, +7.47218131102e+001
+1.08702500000e+006, +7.22187279673e+002, +7.46000797027e+001
+1.08713750000e+006, +7.31087464309e+002, +7.44736405148e+001
+1.08725000000e+006, +7.40163759207e+002, +7.43433562936e+001
+1.08736250000e+006, +7.49404689857e+002, +7.42089498565e+001
+1.08747500000e+006, +7.58813892262e+002, +7.40706281988e+001
+1.08758750000e+006, +7.68416816236e+002, +7.39298457900e+001
+1.08770000000e+006, +7.78195816250e+002, +7.37856182134e+001
+1.08781250000e+006, +7.88183428710e+002, +7.36368227670e+001
+1.08792500000e+006, +7.98354786867e+002, +7.34860691927e+001
+1.08803750000e+006, +8.08721718466e+002, +7.33313483187e+001
+1.08815000000e+006, +8.19317734218e+002, +7.31735742080e+001
+1.08826250000e+006, +8.30145538998e+002, +7.30127074845e+001
+1.08837500000e+006, +8.41192712600e+002, +7.28484873840e+001
+1.08848750000e+006, +8.52494817729e+002, +7.26782913833e+001
+1.08860000000e+006, +8.64036789511e+002, +7.25065183887e+001
+1.08871250000e+006, +8.75844400490e+002, +7.23296745136e+001
+1.08882500000e+006, +8.87905908498e+002, +7.21492080697e+001
+1.08893750000e+006, +9.00247662172e+002, +7.19633769502e+001
+1.08905000000e+006, +9.12884654203e+002, +7.17733245721e+001
+1.08916250000e+006, +9.25806141123e+002, +7.15788596159e+001
+1.08927500000e+006, +9.39046757767e+002, +7.13792804041e+001
+1.08938750000e+006, +9.52561768625e+002, +7.11761473328e+001
+1.08950000000e+006, +9.66443695571e+002, +7.09653097097e+001
+1.08961250000e+006, +9.80633262196e+002, +7.07499349035e+001
+1.08972500000e+006, +9.95198514020e+002, +7.05292443697e+001
+1.08983750000e+006, +1.01010221897e+003, +7.03030295742e+001
+1.08995000000e+006, +1.02539227237e+003, +7.00707373035e+001
+1.09006250000e+006, +1.04107212185e+003, +6.98320767811e+001
+1.09017500000e+006, +1.05715712540e+003, +6.95875730885e+001
+1.09028750000e+006, +1.07365577607e+003, +6.93348992030e+001
+1.09040000000e+006, +1.09058294316e+003, +6.90782908913e+001
+1.09051250000e+006, +1.10797141488e+003, +6.88127296573e+001
+1.09062500000e+006, +1.12582374031e+003, +6.85420675396e+001
+1.09073750000e+006, +1.14416568200e+003, +6.82635122496e+001
+1.09085000000e+006, +1.16304933663e+003, +6.79782424327e+001
+1.09096250000e+006, +1.18244820506e+003, +6.76812811834e+001
+1.09107500000e+006, +1.20243727520e+003, +6.73764870896e+001
+1.09118750000e+006, +1.22301327851e+003, +6.70628445371e+001
+1.09130000000e+006, +1.24416853197e+003, +6.67408920315e+001
+1.09141250000e+006, +1.26595224387e+003, +6.64082635223e+001
+1.09152500000e+006, +1.28843500405e+003, +6.60644800887e+001
+1.09163750000e+006, +1.31155239899e+003, +6.57103448185e+001
+1.09175000000e+006, +1.33540495384e+003, +6.53448951879e+001
+1.09186250000e+006, +1.36003064359e+003, +6.49673203983e+001
+1.09197500000e+006, +1.38548067771e+003, +6.45778189018e+001
+1.09208750000e+006, +1.41172630649e+003, +6.41736317321e+001
+1.09220000000e+006, +1.43886296421e+003, +6.37558635220e+001
+1.09231250000e+006, +1.46692488763e+003, +6.33240792421e+001
+1.09242500000e+006, +1.49590462314e+003, +6.28751011310e+001
+1.09253750000e+006, +1.52587844419e+003, +6.24114722062e+001
+1.09265000000e+006, +1.55689524057e+003, +6.19287978802e+001
+1.09276250000e+006, +1.58898300894e+003, +6.14253054410e+001
+1.09287500000e+006, +1.62230950812e+003, +6.09062023706e+001
+1.09298750000e+006, +1.65668316983e+003, +6.03623986250e+001
+1.09310000000e+006, +1.69245121578e+003, +5.97985627306e+001
+1.09321250000e+006, +1.72936335670e+003, +5.92069127455e+001
+1.09332500000e+006, +1.76777469893e+003, +5.85958416332e+001
+1.09343750000e+006, +1.80753666552e+003, +5.79547883568e+001
+1.09355000000e+006, +1.84879721148e+003, +5.72826485600e+001
+1.09366250000e+006, +1.89157696241e+003, +5.65849905094e+001
+1.09377500000e+006, +1.93589057547e+003, +5.58554353441e+001
+1.09388750000e+006, +1.98200242079e+003, +5.50885484066e+001
+1.09400000000e+006, +2.02974129422e+003, +5.42883479303e+001
+1.09411250000e+006, +2.07925940366e+003, +5.34513231126e+001
+1.09422500000e+006, +2.13066449568e+003, +5.25725073902e+001
+1.09433750000e+006, +2.18400085068e+003, +5.16526076329e+001
+1.09445000000e+006, +2.23934094667e+003, +5.06898288897e+001
+1.09456250000e+006, +2.29666024058e+003, +4.96735274795e+001
+1.09467500000e+006, +2.35626187202e+003, +4.86075183022e+001
+1.09478750000e+006, +2.41790760752e+003, +4.74815958178e+001
+1.09490000000e+006, +2.48148530174e+003, +4.63021752588e+001
+1.09501250000e+006, +2.54715732331e+003, +4.50576585588e+001
+1.09512500000e+006, +2.61494055139e+003, +4.37463675868e+001
+1.09523750000e+006, +2.68468041997e+003, +4.23690888228e+001
+1.09535000000e+006, +2.75606212712e+003, +4.09148404530e+001
+1.09546250000e+006, +2.82922786655e+003, +3.93849058741e+001
+1.09557500000e+006, +2.90392993881e+003, +3.77780857817e+001
+1.09568750000e+006, +2.97936578004e+003, +3.60890671836e+001
+1.09580000000e+006, +3.05625884305e+003, +3.43152216205e+001
+1.09591250000e+006, +3.13324828306e+003, +3.24519534910e+001
+1.09602500000e+006, +3.21071248230e+003, +3.04986519772e+001
+1.09613750000e+006, +3.28756828624e+003, +2.84543818447e+001
+1.09625000000e+006, +3.36287640577e+003, +2.63212419346e+001
+1.09636250000e+006, +3.43664555501e+003, +2.40920406247e+001
+1.09647500000e+006, +3.50780695111e+003, +2.17761293691e+001
+1.09658750000e+006, +3.57543031778e+003, +1.93700812840e+001
+1.09670000000e+006, +3.63866945706e+003, +1.68809190591e+001
+1.09681250000e+006, +3.69693834510e+003, +1.43138094955e+001
+1.09692500000e+006, +3.74872291763e+003, +1.16724280153e+001
+1.09703750000e+006, +3.79331775502e+003, +8.96961393949e+000
+1.09715000000e+006, +3.83032571536e+003, +6.21365300242e+000
+1.09726250000e+006, +3.85809486821e+003, +3.41820150759e+000
+1.09737500000e+006, +3.87749021823e+003, +5.96309699402e-001
+1.09748750000e+006, +3.88689832471e+003, -2.24609766922e+000
+1.09760000000e+006, +3.88663081720e+003, -5.08628733694e+000
+1.09771250000e+006, +3.87689604658e+003, -7.90976635505e+000
+1.09782500000e+006, +3.85796339875e+003, -1.07135217373e+001
+1.09793750000e+006, +3.82985639879e+003, -1.34738265420e+001
+1.09805000000e+006, +3.79387944474e+003, -1.61790111136e+001
+1.09816250000e+006, +3.75010807463e+003, -1.88182012103e+001
+1.09827500000e+006, +3.69988911761e+003, -2.13968095452e+001
+1.09838750000e+006, +3.64355575544e+003, -2.38891135992e+001
+1.09850000000e+006, +3.58266895980e+003, -2.62942836406e+001
+1.09861250000e+006, +3.51797719209e+003, -2.86109802914e+001
+1.09872500000e+006, +3.45040473710e+003, -3.08327101966e+001
+1.09883750000e+006, +3.38090591415e+003, -3.29657041186e+001
+1.09895000000e+006, +3.30981750462e+003, -3.50078803690e+001
+1.09906250000e+006, +3.23776015874e+003, -3.69639812405e+001
+1.09917500000e+006, +3.16538610961e+003, -3.88256461279e+001
+1.09928750000e+006, +3.09325351968e+003, -4.06025291218e+001
+1.09940000000e+006, +3.02149681900e+003, -4.22921443123e+001
+1.09951250000e+006, +2.95067994015e+003, -4.38973609119e+001
+1.09962500000e+006, +2.88118570565e+003, -4.54269813727e+001
+1.09973750000e+006, +2.81304737110e+003, -4.68789888880e+001
+1.09985000000e+006, +2.74616659084e+003, -4.82563694245e+001
+1.09996250000e+006, +2.68150217961e+003, -4.95687866157e+001
+1.10007500000e+006, +2.61844033349e+003, -5.08142810652e+001
+1.10018750000e+006, +2.55709787429e+003, -5.19966645406e+001
+1.10030000000e+006, +2.49790984043e+003, -5.31207974323e+001
+1.10041250000e+006, +2.44048142544e+003, -5.41889652043e+001
+1.10052500000e+006, +2.38502733880e+003, -5.52083941056e+001
+1.10063750000e+006, +2.33132362798e+003, -5.61755269024e+001
+1.10075000000e+006, +2.27954448082e+003, -5.70987232592e+001
+1.10086250000e+006, +2.22954829607e+003, -5.79787981815e+001
+1.10097500000e+006, +2.18129543332e+003, -5.88183004659e+001
+1.10108750000e+006, +2.13470985346e+003, -5.96184905747e+001
+1.10120000000e+006, +2.08974751953e+003, -6.03835377911e+001
+1.10131250000e+006, +2.04642242473e+003, -6.11143022101e+001
+1.10142500000e+006, +2.00452200706e+003, -6.18104834095e+001
+1.10153750000e+006, +1.96410704079e+003, -6.24774545316e+001
+1.10165000000e+006, +1.92517779129e+003, -6.31156620527e+001
+1.10176250000e+006, +1.88754830725e+003, -6.37256792160e+001
+1.10187500000e+006, +1.85130116534e+003, -6.43098972431e+001
+1.10198750000e+006, +1.81620400730e+003, -6.48726503933e+001
+1.10210000000e+006, +1.78235007008e+003, -6.54076281121e+001
+1.10221250000e+006, +1.74964086315e+003, -6.59229140574e+001
+1.10232500000e+006, +1.71807578652e+003, -6.64172527426e+001
+1.10243750000e+006, +1.68754466828e+003, -6.68918115833e+001
+1.10255000000e+006, +1.65800984793e+003, -6.73470812740e+001
+1.10266250000e+006, +1.62940204545e+003, -6.77853920038e+001
+1.10277500000e+006, +1.60183053536e+003, -6.82058197763e+001
+1.10288750000e+006, +1.57504650455e+003, -6.86106908306e+001
+1.10300000000e+006, +1.54921991442e+003, -6.90003380590e+001
+1.10311250000e+006, +1.52416017127e+003, -6.93744939598e+001
+1.10322500000e+006, +1.49991664857e+003, -6.97367613455e+001
+1.10333750000e+006, +1.47644408924e+003, -7.00833397484e+001
+1.10345000000e+006, +1.45371970088e+003, -7.04197009446e+001
+1.10356250000e+006, +1.43165139700e+003, -7.07441556479e+001
+1.10367500000e+006, +1.41023875443e+003, -7.10584811115e+001
+1.10378750000e+006, +1.38953189822e+003, -7.13622389884e+001
+1.10390000000e+006, +1.36939904889e+003, -7.16575871492e+001
+1.10401250000e+006, +1.34990643776e+003, -7.19429528835e+001
+1.10412500000e+006, +1.33093468401e+003, -7.22199645498e+001
+1.10423750000e+006, +1.31247679428e+003, -7.24894045533e+001
+1.10435000000e+006, +1.29453978162e+003, -7.27516051041e+001
+1.10446250000e+006, +1.27708960034e+003, -7.30053957355e+001
+1.10457500000e+006, +1.26010180824e+003, -7.32506572903e+001
+1.10468750000e+006, +1.24351928626e+003, -7.34905232659e+001
+1.10480000000e+006, +1.22743346209e+003, -7.37230012840e+001
+1.10491250000e+006, +1.21170663030e+003, -7.39480231919e+001
+1.10502500000e+006, +1.19641712965e+003, -7.41651782164e+001
+1.10513750000e+006, +1.18152275647e+003, -7.43785429975e+001
+1.10525000000e+006, +1.16696768065e+003, -7.45838894370e+001
+1.10536250000e+006, +1.15280208717e+003, -7.47852664758e+001
+1.10547500000e+006, +1.13897152941e+003, -7.49799417899e+001
+1.10558750000e+006, +1.12550120184e+003, -7.51668029882e+001
+1.10570000000e+006, +1.11233531329e+003, -7.53524727978e+001
+1.10581250000e+006, +1.09949088943e+003, -7.55301766332e+001
+1.10592500000e+006, +1.08694628900e+003, -7.57052456810e+001
+1.10603750000e+006, +1.07470124960e+003, -7.58762470188e+001
+1.10615000000e+006, +1.06275608909e+003, -7.60403258489e+001
+1.10626250000e+006, +1.05107233505e+003, -7.62024377890e+001
+1.10637500000e+006, +1.03964687631e+003, -7.63595758205e+001
+1.10648750000e+006, +1.02845324596e+003, -7.65124660020e+001
+1.10660000000e+006, +1.01753835277e+003, -7.66620093977e+001
+1.10671250000e+006, +1.00684669171e+003, -7.68066589470e+001
+1.10682500000e+006, +9.96394081371e+002, -7.69493683856e+001
+1.10693750000e+006, +9.86154772197e+002, -7.70864460467e+001
+1.10705000000e+006, +9.76131879329e+002, -7.72215617936e+001
+1.10716250000e+006, +9.66339840988e+002, -7.73533470698e+001
+1.10727500000e+006, +9.56718292754e+002, -7.74810004736e+001
+1.10738750000e+006, +9.47329668911e+002, -7.76061849645e+001
+1.10750000000e+006, +9.38123574125e+002, -7.77288144086e+001
+1.10761250000e+006, +9.29107034805e+002, -7.78460831814e+001
+1.10772500000e+006, +9.20256457224e+002, -7.79630892567e+001
+1.10783750000e+006, +9.11587184004e+002, -7.80766499568e+001
+1.10795000000e+006, +9.03112041255e+002, -7.81873421292e+001
+1.10806250000e+006, +8.94781161772e+002, -7.82958791600e+001
+1.10817500000e+006, +8.86613600271e+002, -7.84015189665e+001
+1.10828750000e+006, +8.78599852181e+002, -7.85047910899e+001
+1.10840000000e+006, +8.70738431814e+002, -7.86059933248e+001
+1.10851250000e+006, +8.63037138419e+002, -7.87058649314e+001
+1.10862500000e+006, +8.55461720786e+002, -7.88017022897e+001
+1.10873750000e+006, +8.48038621153e+002, -7.88961210864e+001
+1.10885000000e+006, +8.40754212366e+002, -7.89891344412e+001
+1.10896250000e+006, +8.33597222301e+002, -7.90804783794e+001
+1.10907500000e+006, +8.26567829957e+002, -7.91688190029e+001
+1.10918750000e+006, +8.19670022867e+002, -7.92555246986e+001
+1.10930000000e+006, +8.12901639043e+002, -7.93408222917e+001
+1.10941250000e+006, +8.06237068175e+002, -7.94241159091e+001
+1.10952500000e+006, +7.99680163225e+002, -7.95068923820e+001
+1.10963750000e+006, +7.93264164611e+002, -7.95865612120e+001
+1.10975000000e+006, +7.86929461710e+002, -7.96662220217e+001
+1.10986250000e+006, +7.80702804148e+002, -7.97430760321e+001
+1.10997500000e+006, +7.74568795412e+002, -7.98184659438e+001
+1.11008750000e+006, +7.68546791070e+002, -7.98928597405e+001
+1.11020000000e+006, +7.62609794582e+002, -7.99649688435e+001
+1.11031250000e+006, +7.56781051401e+002, -8.00363757677e+001
+1.11042500000e+006, +7.51049073824e+002, -8.01045639631e+001
+1.11053750000e+006, +7.45383222168e+002, -8.01727233574e+001
+1.11065000000e+006, +7.39841201833e+002, -8.02383632590e+001
+1.11076250000e+006, +7.34359025421e+002, -8.03032296519e+001
+1.11087500000e+006, +7.28997966735e+002, -8.03675157750e+001
+1.11098750000e+006, +7.23682837286e+002, -8.04293875636e+001
+1.11110000000e+006, +7.18477938196e+002, -8.04903297979e+001
+1.11121250000e+006, +7.13346309609e+002, -8.05502511354e+001
+1.11132500000e+006, +7.08294544292e+002, -8.06093604514e+001
+1.11143750000e+006, +7.03319623334e+002, -8.06657866284e+001
+1.11155000000e+006, +6.98418036247e+002, -8.07232553901e+001
+1.11166250000e+006, +6.93590994202e+002, -8.07791221858e+001
+1.11177500000e+006, +6.88827910060e+002, -8.08337143256e+001
+1.11188750000e+006, +6.84138623545e+002, -8.08887788859e+001
+1.11200000000e+006, +6.79520095966e+002, -8.09418336746e+001
+1.11211250000e+006, +6.74967132039e+002, -8.09955271369e+001
+1.11222500000e+006, +6.70465439653e+002, -8.10481569585e+001
+1.11233750000e+006, +6.66032043995e+002, -8.10992033237e+001
+1.11245000000e+006, +6.61660045491e+002, -8.11500245424e+001
+1.11256250000e+006, +6.57326046467e+002, -8.11994001200e+001
+1.11267500000e+006, +6.53061560957e+002, -8.12497573395e+001
+1.11278750000e+006, +6.48843382510e+002, -8.12974898727e+001
+1.11290000000e+006, +6.44690847325e+002, -8.13436896680e+001
+1.11301250000e+006, +6.40573837597e+002, -8.13907758432e+001
+1.11312500000e+006, +6.36520945121e+002, -8.14362286998e+001
+1.11323750000e+006, +6.32525983801e+002, -8.14812080225e+001
+1.11335000000e+006, +6.28552808782e+002, -8.15240837283e+001
+1.11346250000e+006, +6.24638685385e+002, -8.15659546273e+001
+1.11357500000e+006, +6.20780779424e+002, -8.16073518110e+001
+1.11368750000e+006, +6.16970796603e+002, -8.16478309406e+001
+1.11380000000e+006, +6.13201375478e+002, -8.16881336737e+001
+1.11391250000e+006, +6.09481847717e+002, -8.17261936053e+001
+1.11402500000e+006, +6.05810338863e+002, -8.17639778528e+001
+1.11413750000e+006, +6.02178239896e+002, -8.18004547049e+001
+1.11425000000e+006, +5.98584482280e+002, -8.18367630806e+001
+1.11436250000e+006, +5.95038475818e+002, -8.18716277701e+001
+1.11447500000e+006, +5.91525119849e+002, -8.19050224880e+001
+1.11458750000e+006, +5.88056670713e+002, -8.19348974091e+001
+1.11470000000e+006, +5.84677086785e+002, -8.19636184998e+001
+1.11481250000e+006, +5.81379529359e+002, -8.19985394717e+001
+1.11492500000e+006, +5.78031706128e+002, -8.20350628801e+001
+1.11503750000e+006, +5.74710271768e+002, -8.20664870985e+001
+1.11515000000e+006, +5.71444411212e+002, -8.20967586266e+001
+1.11526250000e+006, +5.68211539676e+002, -8.21255946111e+001
+1.11537500000e+006, +5.65017153183e+002, -8.21541302792e+001
+1.11548750000e+006, +5.61877244377e+002, -8.21821284114e+001
+1.11560000000e+006, +5.58757158458e+002, -8.22094435230e+001
+1.11571250000e+006, +5.55678667533e+002, -8.22362829934e+001
+1.11582500000e+006, +5.52639723199e+002, -8.22629123141e+001
+1.11593750000e+006, +5.49623780513e+002, -8.22887901356e+001
+1.11605000000e+006, +5.46635200469e+002, -8.23150396491e+001
+1.11616250000e+006, +5.43673163798e+002, -8.23397224879e+001
+1.11627500000e+006, +5.40747444124e+002, -8.23639462652e+001
+1.11638750000e+006, +5.37849097710e+002, -8.23877811504e+001
+1.11650000000e+006, +5.34980583108e+002, -8.24094961378e+001
+1.11661250000e+006, +5.32135526084e+002, -8.24313010971e+001
+1.11672500000e+006, +5.29328452469e+002, -8.24524808960e+001
+1.11683750000e+006, +5.26550060721e+002, -8.24728381288e+001
+1.11695000000e+006, +5.23796563977e+002, -8.24931782210e+001
+1.11706250000e+006, +5.21069442354e+002, -8.25120902671e+001
+1.11717500000e+006, +5.18366267035e+002, -8.25316639479e+001
+1.11728750000e+006, +5.15691631783e+002, -8.25490730003e+001
+1.11740000000e+006, +5.13044941860e+002, -8.25654592600e+001
+1.11751250000e+006, +5.10422639153e+002, -8.25820290007e+001
+1.11762500000e+006, +5.07827212475e+002, -8.25976340446e+001
+1.11773750000e+006, +5.05255855097e+002, -8.26121178411e+001
+1.11785000000e+006, +5.02714713899e+002, -8.26261280487e+001
+1.11796250000e+006, +5.00202521597e+002, -8.26429176267e+001
+1.11807500000e+006, +4.97713380078e+002, -8.26558718708e+001
+1.11818750000e+006, +4.95244109812e+002, -8.26662506547e+001
+1.11830000000e+006, +4.92784076001e+002, -8.26813451646e+001
+1.11841250000e+006, +4.90400912811e+002, -8.26920569630e+001
+1.11852500000e+006, +4.87970655055e+002, -8.27007306986e+001
+1.11863750000e+006, +4.85598054480e+002, -8.27172068844e+001
+1.11875000000e+006, +4.83246723352e+002, -8.27238955863e+001
+1.11886250000e+006, +4.80926592357e+002, -8.27376410889e+001
+1.11897500000e+006, +4.78602926939e+002, -8.27479964220e+001
+1.11908750000e+006, +4.76289259081e+002, -8.27557368643e+001
+1.11920000000e+006, +4.73984123675e+002, -8.27644121483e+001
+1.11931250000e+006, +4.71721570894e+002, -8.27743844584e+001
+1.11942500000e+006, +4.69479983682e+002, -8.27745384668e+001
+1.11953750000e+006, +4.67232708979e+002, -8.27856709387e+001
+1.11965000000e+006, +4.65053056376e+002, -8.27912526452e+001
+1.11976250000e+006, +4.62861682737e+002, -8.27993350712e+001
+1.11987500000e+006, +4.60710311001e+002, -8.27978631565e+001
+1.11998750000e+006, +4.58552879284e+002, -8.28011430366e+001
+1.12010000000e+006, +4.56432954324e+002, -8.28076522576e+001
+1.12021250000e+006, +4.54324270196e+002, -8.28091338490e+001
+1.12032500000e+006, +4.52232133275e+002, -8.28137545346e+001
+1.12043750000e+006, +4.50154783836e+002, -8.28151973092e+001
+1.12055000000e+006, +4.48106043408e+002, -8.28169812650e+001
+1.12066250000e+006, +4.46051472385e+002, -8.28203962123e+001
+1.12077500000e+006, +4.44015610879e+002, -8.28225261247e+001
+1.12088750000e+006, +4.42028347676e+002, -8.28255520618e+001
+1.12100000000e+006, +4.39995846663e+002, -8.28219700044e+001
+1.12111250000e+006, +4.38028859591e+002, -8.28183019095e+001
+1.12122500000e+006, +4.36063657408e+002, -8.28227685662e+001
+1.12133750000e+006, +4.34112109523e+002, -8.28179499284e+001
+1.12145000000e+006, +4.32144848512e+002, -8.28142976515e+001
+1.12156250000e+006, +4.30204807213e+002, -8.28144194691e+001
+1.12167500000e+006, +4.28277224796e+002, -8.28106181247e+001
+1.12178750000e+006, +4.26395430943e+002, -8.28047107370e+001
+1.12190000000e+006, +4.24504599348e+002, -8.27995907346e+001
+1.12201250000e+006, +4.22622381430e+002, -8.27992636457e+001
+1.12212500000e+006, +4.20759975337e+002, -8.27910821480e+001
+1.12223750000e+006, +4.18963260771e+002, -8.27825517852e+001
+1.12235000000e+006, +4.17090146158e+002, -8.27782028280e+001
+1.12246250000e+006, +4.15286275407e+002, -8.27724885324e+001
+1.12257500000e+006, +4.13465928138e+002, -8.27639022934e+001
+1.12268750000e+006, +4.11685022713e+002, -8.27561301681e+001
+1.12280000000e+006, +4.09891917939e+002, -8.27494115059e+001
+1.12291250000e+006, +4.08077845467e+002, -8.27357214054e+001
+1.12302500000e+006, +4.06327766962e+002, -8.27305272068e+001
+1.12313750000e+006, +4.04562803786e+002, -8.27200663302e+001
+1.12325000000e+006, +4.02825555761e+002, -8.27068360454e+001
+1.12336250000e+006, +4.01122103204e+002, -8.26933118059e+001
+1.12347500000e+006, +3.99360528080e+002, -8.26830341335e+001
+1.12358750000e+006, +3.97674220224e+002, -8.26670566677e+001
+1.12370000000e+006, +3.95942813044e+002, -8.26565418337e+001
+1.12381250000e+006, +3.94265240157e+002, -8.26449549252e+001
+1.12392500000e+006, +3.92569890942e+002, -8.26294058695e+001
+1.12403750000e+006, +3.90888592079e+002, -8.26143363423e+001
+1.12415000000e+006, +3.89235646895e+002, -8.26009113924e+001
+1.12426250000e+006, +3.87564882021e+002, -8.25825983904e+001
+1.12437500000e+006, +3.85910761937e+002, -8.25710209723e+001
+1.12448750000e+006, +3.84289118190e+002, -8.25522203390e+001
+1.12460000000e+006, +3.82637254261e+002, -8.25343788923e+001
+1.12471250000e+006, +3.81033619774e+002, -8.25168138266e+001
+1.12482500000e+006, +3.79399051211e+002, -8.25012784842e+001
+1.12493750000e+006, +3.77785166098e+002, -8.24819591793e+001
+1.12505000000e+006, +3.76160366079e+002, -8.24631330748e+001
+1.12516250000e+006, +3.74555208891e+002, -8.24427448154e+001
+1.12527500000e+006, +3.72941996910e+002, -8.24186459893e+001
+1.12538750000e+006, +3.71355394300e+002, -8.23933005021e+001
+1.12550000000e+006, +3.69761824625e+002, -8.23688519923e+001
+1.12561250000e+006, +3.68210562087e+002, -8.23421561101e+001
+1.12572500000e+006, +3.66628368762e+002, -8.23167699614e+001
+1.12583750000e+006, +3.65069060026e+002, -8.22908471426e+001
+1.12595000000e+006, +3.63504317426e+002, -8.22598598452e+001
+1.12606250000e+006, +3.61975599746e+002, -8.22286744319e+001
+1.12617500000e+006, +3.60438017751e+002, -8.21978675423e+001
+1.12628750000e+006, +3.58896786515e+002, -8.21657193634e+001
+1.12640000000e+006, +3.57375904300e+002, -8.21330691306e+001
+1.12651250000e+006, +3.55883990990e+002, -8.20994586240e+001
+1.12662500000e+006, +3.54346183966e+002, -8.20682855025e+001
+1.12673750000e+006, +3.52829250763e+002, -8.20303437955e+001
+1.12685000000e+006, +3.51344661100e+002, -8.19956595614e+001
+1.12696250000e+006, +3.49842226109e+002, -8.19604838292e+001
+1.12707500000e+006, +3.48357524382e+002, -8.19193926247e+001
+1.12718750000e+006, +3.46890656828e+002, -8.18775678922e+001
+1.12730000000e+006, +3.45409852009e+002, -8.18402844301e+001
+1.12741250000e+006, +3.43931171918e+002, -8.17969359541e+001
+1.12752500000e+006, +3.42486386722e+002, -8.17506052823e+001
+1.12763750000e+006, +3.41047124074e+002, -8.17049295046e+001
+1.12775000000e+006, +3.39600695045e+002, -8.16606017143e+001
+1.12786250000e+006, +3.38192045220e+002, -8.16165821219e+001
+1.12797500000e+006, +3.36767325748e+002, -8.15728782084e+001
+1.12808750000e+006, +3.35338087308e+002, -8.15296834444e+001
+1.12820000000e+006, +3.33922877099e+002, -8.14901808463e+001
+1.12831250000e+006, +3.32449711936e+002, -8.14459700775e+001
+1.12842500000e+006, +3.31017008407e+002, -8.13990446923e+001
+1.12853750000e+006, +3.29559284578e+002, -8.13521530500e+001
+1.12865000000e+006, +3.28096027033e+002, -8.13000880615e+001
+1.12876250000e+006, +3.26657422155e+002, -8.12505474072e+001
+1.12887500000e+006, +3.25197370216e+002, -8.11948874808e+001
+1.12898750000e+006, +3.23747998486e+002, -8.11381480424e+001
+1.12910000000e+006, +3.22304616708e+002, -8.10810467755e+001
+1.12921250000e+006, +3.20841845833e+002, -8.10183260139e+001
+1.12932500000e+006, +3.19401834739e+002, -8.09553231612e+001
+1.12943750000e+006, +3.17958107435e+002, -8.08904429398e+001
+1.12955000000e+006, +3.16525660237e+002, -8.08213590551e+001
+1.12966250000e+006, +3.15084788594e+002, -8.07494643451e+001
+1.12977500000e+006, +3.13640122897e+002, -8.06749290787e+001
+1.12988750000e+006, +3.12210926190e+002, -8.06012533537e+001
+1.13000000000e+006, +3.10786237255e+002, -8.05241136707e+001
END
